36
0
18
0	429	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	429	-50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2	429	0	-50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3	429	0	0	-50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	
4	429	0	0	0	-50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	
5	429	0	0	0	0	-50	0	50	0	0	0	0	0	0	0	0	0	0	0	
6	429	0	0	0	0	0	-50	0	50	0	0	0	0	0	0	0	0	0	0	
7	429	0	0	0	0	0	0	-50	0	50	0	0	0	0	0	0	0	0	0	
8	429	0	0	0	0	0	0	0	-50	0	50	0	0	0	0	0	0	0	0	
9	429	0	0	0	0	0	0	0	0	-50	0	50	0	0	0	0	0	0	0	
10	429	0	0	0	0	0	0	0	0	0	-50	0	50	0	0	0	0	0	0	
11	429	0	0	0	0	0	0	0	0	0	0	-50	0	50	0	0	0	0	0	
12	429	0	0	0	0	0	0	0	0	0	0	0	-50	0	50	0	0	0	0	
13	429	0	0	0	0	0	0	0	0	0	0	0	0	-50	0	50	0	0	0	
14	429	0	0	0	0	0	0	0	0	0	0	0	0	0	-50	0	50	0	0	
15	429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-50	0	50	0	
16	429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-50	0	50	
17	429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-50	0	
