92
0
18
0	438	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	438	-50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2	438	0	-50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3	438	0	0	-50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	
4	438	0	0	0	-50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	
5	438	0	0	0	0	-50	0	50	0	0	0	0	0	0	0	0	0	0	0	
6	438	0	0	0	0	0	-50	0	50	0	0	0	0	0	0	0	0	0	0	
7	438	0	0	0	0	0	0	-50	0	50	0	0	0	0	0	0	0	0	0	
8	438	0	0	0	0	0	0	0	-50	0	50	0	0	0	0	0	0	0	0	
9	438	0	0	0	0	0	0	0	0	-50	0	50	0	0	0	0	0	0	0	
10	438	0	0	0	0	0	0	0	0	0	-50	0	50	0	0	0	0	0	0	
11	438	0	0	0	0	0	0	0	0	0	0	-50	0	50	0	0	0	0	0	
12	438	0	0	0	0	0	0	0	0	0	0	0	-50	0	50	0	0	0	0	
13	438	0	0	0	0	0	0	0	0	0	0	0	0	-50	0	50	0	0	0	
14	438	0	0	0	0	0	0	0	0	0	0	0	0	0	-50	0	50	0	0	
15	438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-50	0	50	0	
16	438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-50	0	50	
17	438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-50	0	
