41
0
20
0	454	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	454	-50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2	454	0	-50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3	454	0	0	-50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4	454	0	0	0	-50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5	454	0	0	0	0	-50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	
6	454	0	0	0	0	0	-50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	
7	454	0	0	0	0	0	0	-50	0	50	0	0	0	0	0	0	0	0	0	0	0	
8	454	0	0	0	0	0	0	0	-50	0	50	0	0	0	0	0	0	0	0	0	0	
9	454	0	0	0	0	0	0	0	0	-50	0	50	0	0	0	0	0	0	0	0	0	
10	454	0	0	0	0	0	0	0	0	0	-50	0	50	0	0	0	0	0	0	0	0	
11	454	0	0	0	0	0	0	0	0	0	0	-50	0	50	0	0	0	0	0	0	0	
12	454	0	0	0	0	0	0	0	0	0	0	0	-50	0	50	0	0	0	0	0	0	
13	454	0	0	0	0	0	0	0	0	0	0	0	0	-50	0	50	0	0	0	0	0	
14	454	0	0	0	0	0	0	0	0	0	0	0	0	0	-50	0	50	0	0	0	0	
15	454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-50	0	50	0	0	0	
16	454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-50	0	50	0	0	
17	454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-50	0	50	0	
18	454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-50	0	50	
19	454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-50	0	
