72
0
17
0	409	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	409	-50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2	409	0	-50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	
3	409	0	0	-50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	
4	409	0	0	0	-50	0	50	0	0	0	0	0	0	0	0	0	0	0	
5	409	0	0	0	0	-50	0	50	0	0	0	0	0	0	0	0	0	0	
6	409	0	0	0	0	0	-50	0	50	0	0	0	0	0	0	0	0	0	
7	409	0	0	0	0	0	0	-50	0	50	0	0	0	0	0	0	0	0	
8	409	0	0	0	0	0	0	0	-50	0	50	0	0	0	0	0	0	0	
9	409	0	0	0	0	0	0	0	0	-50	0	50	0	0	0	0	0	0	
10	409	0	0	0	0	0	0	0	0	0	-50	0	50	0	0	0	0	0	
11	409	0	0	0	0	0	0	0	0	0	0	-50	0	50	0	0	0	0	
12	409	0	0	0	0	0	0	0	0	0	0	0	-50	0	50	0	0	0	
13	409	0	0	0	0	0	0	0	0	0	0	0	0	-50	0	50	0	0	
14	409	0	0	0	0	0	0	0	0	0	0	0	0	0	-50	0	50	0	
15	409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-50	0	50	
16	409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-50	0	
