12
0
20
0	482	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	482	-50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2	482	0	-50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3	482	0	0	-50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4	482	0	0	0	-50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5	482	0	0	0	0	-50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	
6	482	0	0	0	0	0	-50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	
7	482	0	0	0	0	0	0	-50	0	50	0	0	0	0	0	0	0	0	0	0	0	
8	482	0	0	0	0	0	0	0	-50	0	50	0	0	0	0	0	0	0	0	0	0	
9	482	0	0	0	0	0	0	0	0	-50	0	50	0	0	0	0	0	0	0	0	0	
10	482	0	0	0	0	0	0	0	0	0	-50	0	50	0	0	0	0	0	0	0	0	
11	482	0	0	0	0	0	0	0	0	0	0	-50	0	50	0	0	0	0	0	0	0	
12	482	0	0	0	0	0	0	0	0	0	0	0	-50	0	50	0	0	0	0	0	0	
13	482	0	0	0	0	0	0	0	0	0	0	0	0	-50	0	50	0	0	0	0	0	
14	482	0	0	0	0	0	0	0	0	0	0	0	0	0	-50	0	50	0	0	0	0	
15	482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-50	0	50	0	0	0	
16	482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-50	0	50	0	0	
17	482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-50	0	50	0	
18	482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-50	0	50	
19	482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-50	0	
