80
0
18
0	459	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	459	-50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2	459	0	-50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3	459	0	0	-50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	
4	459	0	0	0	-50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	
5	459	0	0	0	0	-50	0	50	0	0	0	0	0	0	0	0	0	0	0	
6	459	0	0	0	0	0	-50	0	50	0	0	0	0	0	0	0	0	0	0	
7	459	0	0	0	0	0	0	-50	0	50	0	0	0	0	0	0	0	0	0	
8	459	0	0	0	0	0	0	0	-50	0	50	0	0	0	0	0	0	0	0	
9	459	0	0	0	0	0	0	0	0	-50	0	50	0	0	0	0	0	0	0	
10	459	0	0	0	0	0	0	0	0	0	-50	0	50	0	0	0	0	0	0	
11	459	0	0	0	0	0	0	0	0	0	0	-50	0	50	0	0	0	0	0	
12	459	0	0	0	0	0	0	0	0	0	0	0	-50	0	50	0	0	0	0	
13	459	0	0	0	0	0	0	0	0	0	0	0	0	-50	0	50	0	0	0	
14	459	0	0	0	0	0	0	0	0	0	0	0	0	0	-50	0	50	0	0	
15	459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-50	0	50	0	
16	459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-50	0	50	
17	459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-50	0	
