6
0
17
0	327	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	327	-50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2	327	0	-50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	
3	327	0	0	-50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	
4	327	0	0	0	-50	0	50	0	0	0	0	0	0	0	0	0	0	0	
5	327	0	0	0	0	-50	0	50	0	0	0	0	0	0	0	0	0	0	
6	327	0	0	0	0	0	-50	0	50	0	0	0	0	0	0	0	0	0	
7	327	0	0	0	0	0	0	-50	0	50	0	0	0	0	0	0	0	0	
8	327	0	0	0	0	0	0	0	-50	0	50	0	0	0	0	0	0	0	
9	327	0	0	0	0	0	0	0	0	-50	0	50	0	0	0	0	0	0	
10	327	0	0	0	0	0	0	0	0	0	-50	0	50	0	0	0	0	0	
11	327	0	0	0	0	0	0	0	0	0	0	-50	0	50	0	0	0	0	
12	327	0	0	0	0	0	0	0	0	0	0	0	-50	0	50	0	0	0	
13	327	0	0	0	0	0	0	0	0	0	0	0	0	-50	0	50	0	0	
14	327	0	0	0	0	0	0	0	0	0	0	0	0	0	-50	0	50	0	
15	327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-50	0	50	
16	327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-50	0	
